course	order	source_id	chapter	title_en	canonical_path	source_sha256	indonesian_path	bridge_lane	telugu_status
A00	1	m81241	Front/back matter	Preface	downloads/upstream-prealgebra/modules/m81241/index.cnxml	1c7cf6eda8be5021f1f33dc22069f5a3db50d1412a024bb57c7268b25db7f9df	downloads/openstax-prealgebra-2e-id-ID/modules/m81241/index.cnxml	A00-prerequisites	not_started
A00	2	m81242	Whole Numbers	Introduction	downloads/upstream-prealgebra/modules/m81242/index.cnxml	0d76349dc9a5ac95ce000e86c140ddadc0bebd5b30edeb4e2b1163b02c26fa83	downloads/openstax-prealgebra-2e-id-ID/modules/m81242/index.cnxml	A00-prerequisites	not_started
A00	3	m81243	Whole Numbers	Introduction to Whole Numbers	downloads/upstream-prealgebra/modules/m81243/index.cnxml	396b0029798e054e5db6d7acde738cec9f9d8b86bc81da8cc3690d01ec07cf2b	downloads/openstax-prealgebra-2e-id-ID/modules/m81243/index.cnxml	A00-prerequisites	TE-B001: source part fs-id1830385 editorially_checked; TE-B002: source part fs-id2340048 editorially_checked; TE-B003: source part fs-id1883656 editorially_checked; TE-B004: source part fs-id1321580 editorially_checked; TE-B005: source part fs-id1339359 editorially_checked; TE-B006: source part fs-id2472737 editorially_checked; TE-B007: source part fs-id2296006 editorially_checked; TE-B008: source part fs-id2279009 editorially_checked; TE-B009: source part @glossary editorially_checked; TE-B010: source part @module-frontmatter editorially_checked; all module source parts checked across fragments
A00	4	m81244	Whole Numbers	Add Whole Numbers	downloads/upstream-prealgebra/modules/m81244/index.cnxml	b32058ce714e5fd43b010ccc81b2ae00a11567b229e9f96dda7b85b3cd82ba6b	downloads/openstax-prealgebra-2e-id-ID/modules/m81244/index.cnxml	A00-prerequisites	TE-B011: source part fs-id2299412 editorially_checked; TE-B012: source part fs-id1122444 editorially_checked; TE-B013: source part fs-id2601285 editorially_checked; TE-B014: source part fs-id2145437 editorially_checked; TE-B015: source part fs-id1385496 editorially_checked; TE-B016: source part fs-id2691382 editorially_checked; TE-B017: source part fs-id2197427 editorially_checked; TE-B018: source part fs-id1611455 editorially_checked; TE-B019: source part fs-id2263283 editorially_checked; exact module remainder TE-B020 in integration; module incomplete
A00	5	m81245	Whole Numbers	Subtract Whole Numbers	downloads/upstream-prealgebra/modules/m81245/index.cnxml	02df262b21ee15472223ae863bc5f3bcb3714389a8ef46e66c8b4469c6972841	downloads/openstax-prealgebra-2e-id-ID/modules/m81245/index.cnxml	A00-prerequisites	not_started
A00	6	m81255	Whole Numbers	Multiply Whole Numbers	downloads/upstream-prealgebra/modules/m81255/index.cnxml	1717786daf25223f0712f505768442007c15cf449e382d5596414460d26bd4ba	downloads/openstax-prealgebra-2e-id-ID/modules/m81255/index.cnxml	A00-prerequisites	not_started
A00	7	m81256	Whole Numbers	Divide Whole Numbers	downloads/upstream-prealgebra/modules/m81256/index.cnxml	73e8bf102d72a8c3891b1f9823c015f288ffcd2315cc452e68e4028429e93b40	downloads/openstax-prealgebra-2e-id-ID/modules/m81256/index.cnxml	A00-prerequisites	not_started
A00	8	m81266	The Language of Algebra	Introduction to the Language of Algebra	downloads/upstream-prealgebra/modules/m81266/index.cnxml	3ef40958467c1d82ef6fd51c3f6ea8af9c2c3e2ea61a90ddf22873eaf7099333	downloads/openstax-prealgebra-2e-id-ID/modules/m81266/index.cnxml	A00-prerequisites	not_started
A00	9	m81268	The Language of Algebra	Use the Language of Algebra	downloads/upstream-prealgebra/modules/m81268/index.cnxml	7a46eec9084976ca082e71f10f4cad97f2ba231d7b390e27753a21efb530bf87	downloads/openstax-prealgebra-2e-id-ID/modules/m81268/index.cnxml	A00-prerequisites	not_started
A00	10	m81270	The Language of Algebra	Evaluate, Simplify, and Translate Expressions	downloads/upstream-prealgebra/modules/m81270/index.cnxml	f48a03a92672e647cfcab21b800ca51d0626c92991a1fd7699fab6b8ab1c9661	downloads/openstax-prealgebra-2e-id-ID/modules/m81270/index.cnxml	A00-prerequisites	not_started
