edition_target_id,label,language_tag,population_low,population_high,intrinsic_need_low,intrinsic_need_high,possible_rank_best,possible_rank_worst,top10_status,top100_status,population_basis_class,order_lane,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
edition-target:lang:cod-PE,Kukama Kukamiria,cod-PE,1185.000000,1185.000000,130.350000,888.750000,143,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:6c8dd118da12dfee079c8fff,auth:canonical:canonical:pop:6c8dd118da12dfee079c8fff,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:6c8dd118da12dfee079c8fff,legacy_canonical_population,pop:6c8dd118da12dfee079c8fff,language_population_or_context,fffd68307abe2b7b2a9c2553bbc72cd4cb547ae8c123de24c0261597eae938db,aacc50d79d9200a286759501350239bbb5b1af20403d04b5a2b080a71a4760de,47820ba3fba54c58a98a0dcc49df188ae5de1cdf5b87a8185c0365f788e97e2e,7681F52FD0812D3079C807F0125AD7C09073C6FA576C9FCA21CF93D4E8EA7775,true,false,POINT,,1185,,1185,1185,true,false
edition-target:lang:nsk-CA,Naskapi,nsk-CA,1035.000000,1035.000000,113.850000,776.250000,147,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:5bb1430136a88a1940369a9c,auth:canonical:canonical:pop:5bb1430136a88a1940369a9c,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:5bb1430136a88a1940369a9c,legacy_canonical_population,pop:5bb1430136a88a1940369a9c,language_population_or_context,90f33ce6f6224cc4cf52a0e169c2f6ab701872060bcfe8588be08be3d7431460,b5a04a7d29d25a746a96ab42cc666c170190e26e2927acc1052efaf7a3736527,6ff16e6417c65be3ddff3687a771bd9ed9da134eb3d2e311cb4b4f9561455435,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,true,false,POINT,,1035,,1035,1035,true,false
edition-target:lang:crj-CA,Inu Ayimun,crj-CA,895.000000,895.000000,98.450000,671.250000,151,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:756b9d474e64bdcbf1f1eee0,auth:canonical:canonical:pop:756b9d474e64bdcbf1f1eee0;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crj-script-unresolved-CA,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:756b9d474e64bdcbf1f1eee0,legacy_canonical_population,pop:756b9d474e64bdcbf1f1eee0,language_population_or_context,15e83c1eadec784080f33e8097003e6ed6bdb031fe6ac9b1de9dec442b75fe5a,ec0f36ac0bda3fd3a666198c057e21eb656e61162ea1fe27e37865ec9e3b53e3,5eb8f2dbddf7a62f49faafccdbd029373cfc31a26fbd7f63dd3938ef8be26b00,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,true,false,POINT,,895,,895,895,true,false
edition-target:lang:pqm-CA,Wolastoqewi,pqm-CA,820.000000,820.000000,90.200000,615.000000,152,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:5549664281aa46f48a3117c7,auth:canonical:canonical:pop:5549664281aa46f48a3117c7,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:5549664281aa46f48a3117c7,legacy_canonical_population,pop:5549664281aa46f48a3117c7,language_population_or_context,eac0f0a0131b423cbc9a8bdf56a8a06e5f7d3acbe3b33d3c5756afc3bae342b8,dd1b1737b85c4d6beb65ac280a0b408a1497a408fca2885f43c2f78e9815722d,3d78d214e0317f562e6b0961acc03fd76c49e8d67666914d64d8b26bed5b52bd,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,true,false,POINT,,820,,820,820,true,false
edition-target:lang:ikt-CA,Inuinnaqtun,ikt-CA,790.000000,790.000000,86.900000,592.500000,153,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:c85173e47bc97f99f5576940,auth:canonical:canonical:pop:c85173e47bc97f99f5576940;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:ikt-Latn-CA,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:c85173e47bc97f99f5576940,legacy_canonical_population,pop:c85173e47bc97f99f5576940,language_population_or_context,9d9f035ef5722ec11d038ab419ef534de69d697028c1448e44d30ed104dad1be,27d8a0b004d10739236beb867d19c568e91a2d1a2fe4ea7be57e15b14e9bcb73,53fdcad2e5ea99f22bad808b476c5a5f2b687c834ee9b1ee9792a27c96e0e597,14E3D47EA649DD1E18E8C4B4FE33455B2AC2BE53AF028CD28CA2DD5724049E6E,true,false,POINT,,790,,790,790,true,false
edition-target:regional:jqr-Latn-PE,Jaqaru in Peru,jqr-Latn-PE,448.000000,448.000000,49.280000,336.000000,168,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:jqr-Latn-PE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:jqr-Latn-PE,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:jqr-Latn-PE,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,jqr-Latn-PE,REGIONAL_EMPIRICAL_STRATUM,7cd6c4d8ee32c4035cda62d960e7fd75a020b72bf701a6f5ad850e32c54f4d93,0c90db08701d08960018c5e0772eab2f750457552bde8faecca6006961bcc2f8,eb783fa366f1083f00a012cae5f4e4e1155faa0a8a7cc4172321785fda6df3a0,5c28e685268c9917c37fedb78b87f6700637e9ed1d424588947f7f18a466013d;3fa723e12678968a21d2573d001d4849308592ae64088600ea19fe002cde40e4;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579,true,false,POINT,,448,,448,448,true,false
edition-target:lang:crm-CA,Ilimowin,crm-CA,415.000000,415.000000,45.650000,311.250000,170,203,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:aac6052dd56799696f7c5694,auth:canonical:canonical:pop:aac6052dd56799696f7c5694;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:crm-script-unresolved-CA,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:aac6052dd56799696f7c5694,legacy_canonical_population,pop:aac6052dd56799696f7c5694,language_population_or_context,eef7911fa398dd73464fb764e81cb2ff23ce6aa66f97c3889048c9836cfad954,b067bb7e5a2d13585f550db35b1f8eef66381fde2b37ad7fe9413105b395a7e4,eb1547497af3b7950ee333388c4740323c1cb000d20bc9d4676d6ab147532d99,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,true,false,POINT,,415,,415,415,true,false
edition-target:lang:itl-RU,Itelmen,itl-RU,455.000000,455.000000,0.000000,281.895355,170,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:578fb38428c6d70d7d2b5c3c,auth:canonical:canonical:pop:578fb38428c6d70d7d2b5c3c,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:578fb38428c6d70d7d2b5c3c,legacy_canonical_population,pop:578fb38428c6d70d7d2b5c3c,language_population_or_context,4271056718e58e261f849d44d009d727b37df15ad87c0be1445f48b1f5c0fa48,99a388e9942c315dcf44fe2c83af2d7add4f88be47df97f1fc1d9d2d5036d03e,cf5e426e9eab0ac4b2d883fd68bcb75357383d6acdc52f6b35a7e19ba57de721,956DCDC4DAFB2C4056DE3215632201BE1048798D53FBDF695D2C1C9E788484A4,true,false,POINT,,455,,455,455,true,false
edition-target:lang:itz-GT,Itza’,itz-GT,406.000000,406.000000,44.660000,304.500000,170,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:8da230406c25757d1588daac,auth:canonical:canonical:pop:8da230406c25757d1588daac,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:8da230406c25757d1588daac,legacy_canonical_population,pop:8da230406c25757d1588daac,language_population_or_context,54a8fdd2af39c272d4c64c1544d04a0c5b91ec7ded238b0ce6187a0b1ee5763f,e6260d5bbdbc5c3a8379ad569bb62aa5539aef4ea6cba73cd7b8e1559fd2b43d,07f0aa2c2b5a911c6c9e0a1f2ebf758ba7af67b6e7e684c9f16666ca69801f95,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,406,,406,406,true,false
edition-target:regional:inuvialuktun-Latn-CA,Inuvialuktun in Canada,inuvialuktun-Latn-CA,355.000000,355.000000,39.050000,266.250000,170,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:inuvialuktun-Latn-CA,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:inuvialuktun-Latn-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:inuvialuktun-Latn-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,inuvialuktun-Latn-CA,REGIONAL_EMPIRICAL_STRATUM,3261ec7d5c28f140f740e2b6321abaf03db44e33411430ea2f6d1ad6a49b4f7c,d3ed247a658ed4d0149656e5019ae06ebf284c0a43be88981eaefa8a46fae0d5,1b04cc1e6df0f3572dc77c0f355c0b7357c0dd9ec89305c94fb3f41409ee8313,38c8defbe1ce94543d7a8c76d3bbe8d6a8568ad9323a47b4ac922bf5eecc4f6d;d328f607998222bf6ea9daae13add792213436aa07a676130a531a76f7e9582f;ece8b8f0362cde5b733acb8f9afa8f0527903d5aceacc2cc8efe69fe83c18692;526880af77a86e3962924349a13f2c30353780f4748d8960366cebf0461622c5;354352207647eb1c2c3108af79a90ed910f40918113b8ea0f3d728ec01242152;8a80bc2a10f5f22ab5a0d599a6afee2a85f77b5b2f97bb885402e5e71ae089bd;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,true,false,POINT,,355,,355,355,true,false
edition-target:lang:nio-RU,Nganasan,nio-RU,294.000000,294.000000,0.000000,182.147768,174,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:5461824a3bac510b5f3e77c4,auth:canonical:canonical:pop:5461824a3bac510b5f3e77c4,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:5461824a3bac510b5f3e77c4,legacy_canonical_population,pop:5461824a3bac510b5f3e77c4,language_population_or_context,423e002da72704844bebe61e0058c14af467a3b4617525be3d4d97b6c2957b0e,9a39290d4456379b616c778b866863a6e54cb51dc3470b490ceb76d87750a05b,fbab8c8fa5c8c68d3b07c1b91326097be2dbdd6da4cb5b3f686e55fe8347b627,956DCDC4DAFB2C4056DE3215632201BE1048798D53FBDF695D2C1C9E788484A4,true,false,POINT,,294,,294,294,true,false
edition-target:lang:zh-Hans-CX,Mandarin Chinese,zh-Hans-CX,235.000000,235.000000,25.850000,176.250000,174,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,auth:canonical:canonical:pop:64a326212eec15c63f3332c7,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:64a326212eec15c63f3332c7,legacy_canonical_population,pop:64a326212eec15c63f3332c7,language_population_or_context,5b1229a083640d22e0b9459e816101b2fa4d732c6b05d37002b88b2899857ad1,7c84d716010c02734f58d027ce413081214d2db515b282aceb9242652b109898,45e9a2401997ee67745260e596421ed81710c4a76c057a213d671bee79cb4d51,DAEABDAB0646B6C58E68DD0D63B807824F60F493E19DD5997351CCEB65DB13B1,true,false,POINT,235,235,235,235,235,true,false
edition-target:lang:otw-CA,Daawaamwin,otw-CA,220.000000,220.000000,24.200000,165.000000,175,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:f347529ae7ac1a1b4af03612,auth:canonical:canonical:pop:f347529ae7ac1a1b4af03612;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:otw-script-unresolved-CA,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:f347529ae7ac1a1b4af03612,legacy_canonical_population,pop:f347529ae7ac1a1b4af03612,language_population_or_context,ab6be6c9cc536fd689723850920945111ff60b73cf0e923ff75fce8d6a473a5c,3aa2c217e4ace90db3407f396c6e77c2dc45209a150968eda4bcd1fac7b5378c,dbe384449a603d826125c47ad6f521d30cbc7b4992ff55a7bbd18ca7a7faa2ec,87059F4EDC74D23ECD58E875C042C0C4F79A898243CB5071FA01A64292112D60,true,false,POINT,,220,,220,220,true,false
edition-target:lang:ulk-Latn-AU,Meriam Mir,ulk-Latn-AU,60.000000,60.000000,6.600000,45.000000,186,204,OUTSIDE,OUTSIDE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:e3c11fea5de512f4f92edb48,auth:canonical:canonical:pop:e3c11fea5de512f4f92edb48,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:e3c11fea5de512f4f92edb48,legacy_canonical_population,pop:e3c11fea5de512f4f92edb48,language_population_or_context,4e31ef975cad8fc9e1814489f7e26ed7104db080d4daaa8a8b08894f150014e6,b739d286e766cfef20b68053258390658ebde79eaa8471585a1442ed2ae27580,632b4a0d9d00db4d550bb8cb59fde816350c0417563981164b877256d48bc74f,90A71AD4EC09BBF85174BE01958D44D598FF74868458006CCF008490DD3DB3B4,true,false,POINT,60,60,60,60,60,true,false
edition-target:lang:ja-Jpan-JP,Standard Japanese,ja-Jpan-JP,2922969.000000,2922969.000000,627388.940393,1913495.300393,,,STAGE_OPPORTUNITY_SEPARATE_ORDER,STAGE_OPPORTUNITY_SEPARATE_ORDER,DIRECT_STAGE_OR_SECTOR_OPPORTUNITY_MEASURE,stage_opportunity,STAGE_OPPORTUNITY_SEPARATE_ORDER,auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,auth:canonical:llps:LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025;auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,STAGE_OPPORTUNITY,STAGE_EXACT_OPPORTUNITY,llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,large_language_population_strata,LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,higher_education_opportunity,eceefa302187a984fb6cf9c7370fc41cd83128abc68eaf0249bba7562eb93cda,10d40e909c29bfc0efe761d6ca655687df165a532226dd57afdddf4ad2438759,407485a1f00d276e34e9bbdf5d8eb4b0e54cd65a81097dabf5f666a1a1bb8fec,b7a998e47910f45178689541cbcf0ee34a85db01cac2cc04a97393661eeb0b1c,true,false,POINT,2922969,2922969,2922969,2922969,2922969,true,false
edition-target:lang:zh-Hans-CN:written,Standard Written Chinese,zh-Hans-CN,280404300.000000,280404300.000000,0.000000,177070829.306376,,,STAGE_OPPORTUNITY_SEPARATE_ORDER,STAGE_OPPORTUNITY_SEPARATE_ORDER,DIRECT_STAGE_OR_SECTOR_OPPORTUNITY_MEASURE,stage_opportunity,STAGE_OPPORTUNITY_SEPARATE_ORDER,auth:canonical:llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,auth:canonical:llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,STAGE_OPPORTUNITY,STAGE_EXACT_OPPORTUNITY,llps:LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,large_language_population_strata,LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025,formal_education_opportunity,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813,e7fbe6251a8302ea3679aaa52ac7c02c6cd7bfc857e35332e018b09db4e43103,ab60c2087025f8fa5d9df7a6edc186cd1b768ea2a9a33757be1923ded50697fc,1430f3c53ae14e5de723dc9c1762baa9fa202016829ae5a7ebcae3d1c956c588,true,false,POINT,280404300,280404300,280404300,280404300,280404300,true,false
edition-target:lang:aa-Latn-ET,Afar,aa-Latn-ET,0.000000,7130107.947368,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ace-Latn-ID,Acehnese,ace-Latn-ID,0.000000,17857577.250000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:acf-DM,Dominican Kwéyòl,acf-DM,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:acf-LC,Saint Lucian Kwéyòl,acf-LC,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ach-Latn-UG,Acholi,ach-Latn-UG,0.000000,6423111.750000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:acm-Arab-IQ,Mesopotamian Arabic — Iraq target,acm-Arab-IQ,0.000000,4100000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:acq-Arab-YE,Ta'izzi-Adeni Arabic — Yemen,acq-Arab-YE,0.000000,4100000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:acw-Arab-SA,Hijazi Arabic — Saudi Arabia,acw-Arab-SA,0.000000,4100000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:acx-Arab-OM,Omani Arabic — Oman,acx-Arab-OM,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:aeb-Arab-TN,Tunisian Arabic,aeb-Arab-TN,0.000000,4100000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:aeb-Latn-TN,Tunisian Arabic,aeb-Latn-TN,0.000000,4100000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:af-Latn-ZA,Afrikaans,af-Latn-ZA,0.000000,5395609.916667,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:afb-Arab-AE,Gulf Arabic — United Arab Emirates,afb-Arab-AE,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:afb-Arab-BH,Gulf Arabic — Bahrain,afb-Arab-BH,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:afb-Arab-KW,Gulf Arabic — Kuwait,afb-Arab-KW,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:afb-Arab-QA,Gulf Arabic — Qatar,afb-Arab-QA,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:aji-Latn-NC,Ajië,aji-Latn-NC,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ajp-Arab-JO,South Levantine Arabic — Jordan,ajp-Arab-JO,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ajp-Arab-PS,South Levantine,ajp-Arab-PS,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:akl-Latn-PH,Aklanon,akl-Latn-PH,0.000000,6488164.555556,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:alc-CL,Kawésqar,alc-CL,0.000000,1171428571.428571,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ale-US,Unangam Tunuu,ale-US,0.000000,13671394.280000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:anu-Latn-ET,Anuak,anu-Latn-ET,0.000000,7130107.947368,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:any-Latn-CI,Anyin,any-Latn-CI,0.000000,2733333333.333333,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:aoc-VE,Pemón — Taurepán,aoc-VE,0.000000,820000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:apc-Arab-001,North Levantine Arabic,apc-Arab-001,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:apc-Arab-LB,North Levantine Arabic — Lebanon,apc-Arab-LB,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
