program,order,module_id,source_title,canonical_sha256,indonesian_sha256,canonical_hash_basis,authority_path,canonical_path,indonesian_path,status
A00,55,m81325,Solve Money Applications,f996d6666c331581febf722f63eb686744699b3a163152e5a2e89fdafa11e8c2,5c528b528cf05bf1bf8799aafe402eda9ec8fa4460fb2046f5ea42c7303290b9,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81325.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81325/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81325/index.cnxml,assigned_not_started
A00,56,m81326,"Use Properties of Angles, Triangles, and the Pythagorean Theorem",92589b2290e7ecae69e44e09d213e71404d2c01183a4a7fae0c4c0a759d73b71,9284d827a239be23eb32efce7b849c729d16a05a45f1aadf8e8b0d7b91c978a5,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81326.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81326/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81326/index.cnxml,assigned_not_started
A00,57,m81332,"Use Properties of Rectangles, Triangles, and Trapezoids",fbf39fadb1834a755dcd4deafeddffcbd91559d70d378007b85bd448da4ea4ff,8393772df509080dd5348eec13a03663bbe5274d5e7339b5668579c61d75fea8,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81332.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81332/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81332/index.cnxml,assigned_not_started
A00,58,m81327,Solve Geometry Applications: Circles and Irregular Figures,b8d988ce0fa05acf3491fb754d33f36204363dcb8df7e45acfcb832f01e6f7b2,8f1344703d7b0ec7893d8f8b3dcfd950bff88a0cfec4cf0103ee96b77bf144ef,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81327.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81327/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81327/index.cnxml,assigned_not_started
A00,59,m81328,Solve Geometry Applications: Volume and Surface Area,296b89db4f2b8090bc667d3a35bfddd736d7b9e4f710c4527edd4c08b8872629,176fc28e753d545471dab03f8ca2a8a052ce822b2cfe381376bc1d9d06e8f736,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81328.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81328/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81328/index.cnxml,assigned_not_started
A00,60,m81329,Solve a Formula for a Specific Variable,ae49551fc94b1d09699bbd716e7b6f3a3352315b793fccf70aeeac9c63d8b2df,481917c87c10570a73a714aeb87c7a0a714243d9d410622fbb10ec9887b5f2fc,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81329.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81329/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81329/index.cnxml,assigned_not_started
A00,61,m81333,Introduction to Polynomials,fea791e15f73c0d4951c6672a9d192473b46ed1ffc89fb45589233a2f76a8276,bc8a55323a6d945e70ec004b08badc561858eba937dcdfe26bc8733e43baafac,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81333.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81333/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81333/index.cnxml,assigned_not_started
A00,62,m81334,Add and Subtract Polynomials,0d7a30f4017099c3830bf02a5a53e2af97cdbe1a74e6e429fe90e66ed3e9a444,5a5eeefdb552aec07d06f52f48f022effb375314042bcc5c3c2717d830da9ef6,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81334.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81334/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81334/index.cnxml,assigned_not_started
A00,63,m81335,Use Multiplication Properties of Exponents,ef7a1b980665907f3e005dabaeb4bc7ccee4b00f8957ad9f8920745ed1608db0,24303d6c74f2bd36eb1ded8c902d93a3ff78ad921c7858500a5bed9d9493a417,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81335.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81335/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81335/index.cnxml,assigned_not_started
A00,64,m81336,Multiply Polynomials,a0ccf094e6d2298005ef4184d2eb70a8878d917409578a6c91db2f44728a24e8,4ec8962e2d613f2d94ff6dcecb2a6e30fe0b59e5ca0861d3c4ecb287c42c9e1f,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81336.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81336/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81336/index.cnxml,assigned_not_started
A00,65,m81337,Divide Monomials,708b67c35bfbd187270feb07f0be4300c3c2ab5c32ac4c6c00f55abf5bbe2885,bfaa951f045fba4dadafd0b249196be48fd238491d14f82f948afccf55952441,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81337.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81337/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81337/index.cnxml,assigned_not_started
A00,66,m81342,Integer Exponents and Scientific Notation,4a4db86aae3872d2a2e36f2e0c3fdd2b954cf0daa3f7864be9f9c470f6a24a94,90be75992aa9841da9d5f472cbdd710d0433c0d4ac6869e245b01e709d6b1da7,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81342.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81342/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81342/index.cnxml,assigned_not_started
A00,67,m81347,Introduction to Factoring Polynomials,c8249a974e6cf25ae283884c79a3e6f92e69ededa6c248571dfc34565c2f897e,62c818248a74518e3d306c0d343c5f958e9d9e00467ed39872ae2e8fcacc3ad5,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81347.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81347/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81347/index.cnxml,assigned_not_started
A00,68,m81338,Graphs,b775950d353ac1f1e62b46b814c40e94cfd48b1e304fa970d111c1c9cd059cc6,4336cb530141d4cc07493b38e71509dad50cbd891960d8a154117b617dc06f34,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81338.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81338/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81338/index.cnxml,assigned_not_started
A00,69,m81340,Use the Rectangular Coordinate System,7eb0ca77d43a3c0058adc6ab5d095b825ab0c731908ad3995a26cd5536e9282a,2da0be2b8b5af5041de3b377e74235278e1aec5ac6133219becba7d2164daa6a,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81340.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81340/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81340/index.cnxml,assigned_not_started
A00,70,m81345,Graphing Linear Equations,21b828340d1f7d20b4ac870863bd2cdc235771fc31593d86aa9cc397883d234c,5d0371f0f46912744cf656da4380ff550ec3f656c03164ea35dc347a3c28a9d1,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81345.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81345/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81345/index.cnxml,assigned_not_started
A00,71,m81350,Graphing with Intercepts,39c4471567fcac36794e462e769e8220841673cab1d3bbbb1930d3e5b002afd3,c632ad8312c0f34ef2a578b107075d961c4e5aec7f9387a7b85dfc7d321bd475,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81350.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81350/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81350/index.cnxml,assigned_not_started
A00,72,m81354,Understand Slope of a Line,7e551b2b55f12a797840ec100bf18f51d0408da2d225fd68ccbb79df65096df5,b4bba080937e25be3357a8c0a54a3c258033c244c1e8e5b3e6df67dfe5526aca,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81354.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81354/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81354/index.cnxml,assigned_not_started
A00,73,m56252,Cumulative Review,5e6a5824b5d53714cee89becad578f85932c75e1f0a61754dfc532cc5903ca58,ed2a38e86c857376f4a6b92edb0ffc581a1f6bf58c8d9dbee4a4033e80bee60c,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m56252.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m56252/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m56252/index.cnxml,assigned_not_started
A00,74,m56244,Powers and Roots Tables,6b3feca177dc524fc8df505f05508026b6fe8c48d46281c5aaaf5e160d91387e,0521f6287363fd04c7153ddfe1af16b9cf8d02d3ed48a84b4d8259466aedceb5,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m56244.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m56244/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m56244/index.cnxml,assigned_not_started
A00,75,m56248,Geometric Formulas,e47ec8b7da0eeb09e11fff6bd31d264ecb02d7c25e6e511085ceb1a7127e0c68,dc11cb811d70ed6695565c38fde3b58cb3c90e14d35f323083c5be5d7da668e7,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m56248.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m56248/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m56248/index.cnxml,assigned_not_started
A10,1,m82630,Preface,d9f45fb31f4cb399c009c2be25eca1a99132b4b6882fb07f8649c2d56974f90b,015098db38e15422185f5d179c94b2d07dd3c074f2d4468ab65f75518fc732dd,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82630/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82630/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82630/index.cnxml,drafting
A10,2,m82451,Introduction,025f994e3c66f19462c9423788f703f7987fecb67656911d840fdd15a58d8a4a,3e16907bd26f3cf1cafb2ff60eadabff499f59a1f9484ce45759d2ae99cea867,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82451/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82451/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82451/index.cnxml,drafting
A10,3,m82452,Introduction to Whole Numbers,0eaf5db27fd4e16e70d34d4b936abe173b93699e267b519e449c7b56f7233310,940ad448d8b2788984f386405131866fe32abb95f0f9c2a901ca1f4e3619a6fb,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82452/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82452/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82452/index.cnxml,drafting
A10,4,m82453,Use the Language of Algebra,a8fdd235aa254c5a0a1248fa858e9b3579d9b40982bbc514cbe6a18c3e6fcbed,2c0b688d569044b128d589579e9ba7d871a0fb9ac7a670ac6f22d0ef2b66e635,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82453/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82453/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82453/index.cnxml,drafting
A10,5,m82454,Add and Subtract Integers,4483b9df8736598af20287450b89cf367728da04c697f85f1abb64bbeffb092f,dcfecfa37b1b6b77d826c16612cc14dfe127dea5720cb6cc0d71029b65f73c40,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82454/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82454/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82454/index.cnxml,drafting
A10,6,m82455,Multiply and Divide Integers,794635f93249017847f2646910d007e9de53b00ee6037133aa5c3edb7c2b88ec,836b73331c416e444c3243c942909d32d5fdf2a4a76709be281a00244a19f9d8,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82455/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82455/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82455/index.cnxml,drafting
A10,7,m82456,Visualize Fractions,1d3b69d74603175eb3c8aae95319b14bee988a56345c67384c0090b29995ab33,7ee200e3c77d1e7963e5f6e43397151c62b3a0b7dec265c7987524ebf3f05131,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82456/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82456/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82456/index.cnxml,drafting
A10,8,m82457,Add and Subtract Fractions,a8db22ca9c8c10c7f95fa3aa4dcb18596711741478515c220a75e291273983e9,bead90d5c0bec00fd1400c082ceaf4916cf15c0da1c143992eda75cd0348e5dc,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82457/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82457/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82457/index.cnxml,drafting
A10,9,m82458,Decimals,678dc0c3ae2aad0192c0314395541720d6c6eb97f56d2f4d169f056fe1e630cb,ce2d93e04d449194c5b3f82c0e857f2ce3b216113b80b310625b7cc0a7702172,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82458/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82458/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82458/index.cnxml,drafting
A10,10,m82459,The Real Numbers,730f4347e986d692a35dbecd7d22a68b461de068dafe077809c9f37844ab2fb0,c212d6bfb63bfb18e37c2f35b20d3bd275b13997f3df4987e93866c0957f459f,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82459/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82459/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82459/index.cnxml,drafting
A10,11,m82460,Properties of Real Numbers,ee089e74a6609868c94808e624d57016de348a791b577458c539c93584bba9a5,81cce3b29a23b85772b7d77037cc1a53bb886d620557374cf0be180d5d8580a6,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82460/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82460/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82460/index.cnxml,drafting
A10,12,m82461,Systems of Measurement,df82cee2f1a278bb88f392572457ee679bc09d108962a9b6c72ba5bb0084655e,65bcf3ab72308630bae922bc572a8e5e4bb82f11a80670a7e47c04b74004a503,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82461/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82461/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82461/index.cnxml,assigned_not_started
A10,13,m82462,Introduction,7f29e8b9558d6d37553e5991cfffc7cc27c320e2a92ed98db563e76a90e8a51e,bd226bd3d2e0db240907809772ae70806c7a00278c3be35161aefe549086b452,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82462/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82462/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82462/index.cnxml,assigned_not_started
A10,14,m82463,Solve Equations Using the Subtraction and Addition Properties of Equality,b6345a5a6a99108f9d32d6518445a4ae70a6b0c54a258021dffc6f2b77b8278a,0f9d709ce2b32c18254be9f11a57db1b70f9477739e2b9dddc6857ad3992fe85,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82463/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82463/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82463/index.cnxml,assigned_not_started
A10,15,m82464,Solve Equations using the Division and Multiplication Properties of Equality,099aae173772040a83d8c9160980922315352fc2a699af7c6f25ddc594a0c0bc,3711ab8d9da1e5cfa13667212515dc69c4da29900282e7b4a39c59ceadf9dd06,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82464/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82464/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82464/index.cnxml,assigned_not_started
A10,16,m82465,Solve Equations with Variables and Constants on Both Sides,320496fe179611ea5e34e8bbf62a28317385e19a2c8038f304183a9dd5847692,47b8781e0432d2be7902f60772e3ae8d02f9f1e624e0deb030491a9cc5178590,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82465/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82465/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82465/index.cnxml,assigned_not_started
A10,17,m82467,Use a General Strategy to Solve Linear Equations,ba8c5d2d4c0fed618bbf37ebf94d4f18681672d2563b3ae670bd07fad52de7b5,dd64975fdfccd9e43b4942c78113276d70ac8f9daa8fb5d67f27988866d89ed8,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82467/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82467/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82467/index.cnxml,assigned_not_started
A10,18,m82468,Solve Equations with Fractions or Decimals,c37321a5d8e4dd5f83f90b4b65c2b3516474b5cdea885f84a28ca15e5cea37e0,232487d2d88170460bc2acc275ef338790e5a9c11d227b92b3e13ec8a2a485f2,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82468/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82468/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82468/index.cnxml,assigned_not_started
A10,19,m82469,Solve a Formula for a Specific Variable,16d4267bb97fc62bff7a71c2d6051796d0c9dbf7f98f3bfc978d60ba07574676,f904c178f52736f6d4576cab4158d1224653d9e0a7cba686ecc44d648670a39a,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82469/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82469/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82469/index.cnxml,assigned_not_started
A10,20,m82470,Solve Linear Inequalities,e0c457e6b1fb1da6d93a1ffca68347b7afb1bd73683ed9575a10672b4aef13c9,1dc6e3e6a97a62a840f8533dc192333699d94643ef62a454786f5a14440c0980,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82470/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82470/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82470/index.cnxml,assigned_not_started
A10,21,m82471,Introduction,d26124fab62ee09dc6aba226b74e272380f313a30a35c68551688a3e58b5403f,916324526c9f1d26742f8031dd17ce2e5f1cfddff1226b9acd85482f2883fcf8,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82471/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82471/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82471/index.cnxml,assigned_not_started
A10,22,m82472,Use a Problem-Solving Strategy,20ce180be4410e0f5112d1b6656bf7893d61798b6afaa119ab21f4697eb435d5,0107f52fec87688175c5b13d8a1924504867638b4549cd8d29149957a00f2f2f,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82472/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82472/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82472/index.cnxml,assigned_not_started
A10,23,m82473,Solve Percent Applications,e6dc099430c7ecd3d26f843827ac2f89936a2fe30b09f1ffd02b23622d278ec2,542b31326622ae1f5ff260dfc6d7d33e0c774eacc8500dc26d249a54b9f6623d,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82473/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82473/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82473/index.cnxml,assigned_not_started
A10,24,m82475,Solve Mixture Applications,a0914cc484f0ae4244cb0bd25bde40ce9e0a7ad959cc7cf9c22605ac0feac21f,eb0792901c1fc18e9308b57ae5e03fbf3fedb594f6adbd67ca701ce2e7a939bd,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82475/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82475/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82475/index.cnxml,assigned_not_started
A10,25,m82476,"Solve Geometry Applications: Triangles, Rectangles, and the Pythagorean Theorem",99e3e706aed8738ab63f09403baedc7c1825f21a1bc90e3663da198f94270aaa,07cd5b14032e455531716ad0a47f417984a5dbdd2eded39b9b2fd2322df08c2b,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82476/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82476/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82476/index.cnxml,assigned_not_started
A10,26,m82477,Solve Uniform Motion Applications,82b5b6794f3a95980f111a82ebc9369052d84ef620b07842aa5264187a960103,9e82dabc8861941476f6e0707c256b53a064a38e00f5c52b75309a4e9b3435a0,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82477/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82477/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82477/index.cnxml,assigned_not_started
A10,27,m82478,Solve Applications with Linear Inequalities,b9f66a9d5fcc0c97c095b18d87f8df9432517bc4743eeb5a5b82f12b202c856b,c31b91f242efbea2aa2e3c1ce0a7a51148c0289756681874ab48bc025d6196b6,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82478/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82478/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82478/index.cnxml,assigned_not_started
A10,28,m82479,Introduction,11359ef93240afac73da457cef99f43f9f822d0cc31f92384da0e0284db17571,07c047f225583ac68edafec324e9ea4f369731af2be1f98ac3fe28158f021cf2,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82479/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82479/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82479/index.cnxml,assigned_not_started
A10,29,m82480,Use the Rectangular Coordinate System,2a6a9119b3419219268b6020706b407f7053640f24769b0457938e4ed6dc7d49,f2c1286b6b43c75b79e6905dd47e7b40704d3aa68b47dad349b77264e2598564,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82480/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82480/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82480/index.cnxml,assigned_not_started
A10,30,m82481,Graph  Linear Equations in Two Variables,3dad2cfd94f46ca7866b3ed31cc7c61981ae32b655cb45b1f6ec8abb06d20690,4c805f93d27fc82d355be08ef2530dfce6d2b86244eba70fd5eb3be716dd8046,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82481/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82481/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82481/index.cnxml,assigned_not_started
A10,31,m82482,Graph with Intercepts,48d870bf629ec82c95e917aec7663a070460a972b1d6f7b352e62c1ca146f610,722cf35c363753a702c4fca6f4bd79b5a85c98fb40865ab71dbef2b70019eb15,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82482/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82482/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82482/index.cnxml,assigned_not_started
A10,32,m82483,Understand Slope of a Line,8130cebf809a00beb5ce8f70b7c8bddbc54891e473f932e6ada9786e2a7d8102,5810829da7ec809d216445a83c804e5516394d1b0f9262627d880aa25059c0a3,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82483/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82483/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82483/index.cnxml,assigned_not_started
A10,33,m82485,Use the Slope-Intercept Form of an Equation of a Line,04df4f86a34f22fcf0ba98dc1707e393e07e3153a8afc7476e1248215c3d3342,d2e9addadefddafbbffaa5f655875ff1c1d54d44362f9a6b3987be13eae48423,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82485/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82485/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82485/index.cnxml,assigned_not_started
A10,34,m82486,Find the Equation of a Line,96a2b684328ce9ffbc751b01071305f58777a3821adb34aef050521573da96a2,226f4791bf14a28db1a356bcdf955492cc9a0e31ff97a4bcfded8d389b5f8911,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a10-release/source/authority/source/modules/m82486/index.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m82486/index.cnxml,downloads/gu-Gujr-IN/a10-release/source/translated/modules/m82486/index.cnxml,assigned_not_started
