program,order,module_id,source_title,canonical_sha256,indonesian_sha256,canonical_hash_basis,authority_path,canonical_path,indonesian_path,status
A00,23,m81287,Multiply and Divide Mixed Numbers and Complex Fractions,4a029d82953fcba05aeec289445bc21ffc3364ce68b866c56404de3785d4d076,46a0bd33a116bc67a56b6fb196f6db14798a63727c33250e9a99070cb8c313b5,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81287.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81287/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81287/index.cnxml,assigned_not_started
A00,24,m81288,Add and Subtract Fractions with Common Denominators,4eb4a0c85c70a9e1a10fa4a5d99dabfb9ccc14b70de18d7cbefb820764c0ae90,1189a1c3caaa54743a43e60eafbedfb6297bbbd69c592c1109fa6d272495a370,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81288.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81288/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81288/index.cnxml,assigned_not_started
A00,25,m81289,Add and Subtract Fractions with Different Denominators,bfaa71d9e1dcfa775dd6525ba2fbc9ecf0ce17e6833d8dcaca9bb2f259361fa3,5a96206d2dabde1b50aa6e4d44c395d8222698589cc13232f506239d0471e65c,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81289.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81289/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81289/index.cnxml,assigned_not_started
A00,26,m81290,Add and Subtract Mixed Numbers,96985df586080ae5e52b870320d310a6061a0c00c5d1699e58a024e55bdba005,729106713cfd717780f1f1b8a89da99f7b1348459fe20b5be72c6b463dfe34e5,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81290.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81290/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81290/index.cnxml,assigned_not_started
A00,27,m81291,Solve Equations with Fractions,729ab266737111c7cdd795ca6ddd887c41a9efcb2e802ab6ae46adfe3c13a195,7f13fba9ac4e6416a074ed0319a07aa3c4dbcb4a0837f7d1a2a96736249518a7,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81291.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81291/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81291/index.cnxml,assigned_not_started
A00,28,m81292,Introduction to Decimals,5239d3f4a78f649dbcfacd51c9b8538619c360972f763a26c22aafe99026f26d,333868ea643a2dd5c22a8ecc3e2623c83df5efeeda169070c0d0655613fe8f50,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81292.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81292/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81292/index.cnxml,assigned_not_started
A00,29,m81293,Decimals,334b23102b7f15d4c4bac459a2f3798b66d408e14ad59daa2f3d9cfe274f52d4,b0d917447af4dcae35efa4bc809c8289ea95cb462c3198d2410fa7948058e696,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81293.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81293/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81293/index.cnxml,assigned_not_started
A00,30,m81295,Decimal Operations,c22d14bb2b833ed20ea5a7aa95d0e50b7810e8930834bd61993b8431dcfd02c3,0d61f7d20824a6b7aa3f0d7534b0bbc53de9411752784bcd6a54ec49aa87d915,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81295.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81295/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81295/index.cnxml,assigned_not_started
A00,31,m81298,Decimals and Fractions,a8105d6d162b071c7365bd74a48737cf4175ce1c7b14afbee4f3bcf472631d81,c4ec370cefad7d4112f399047007fcc96e46045cf01aa76a5bc57d5876e5c354,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81298.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81298/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81298/index.cnxml,assigned_not_started
A00,32,m81300,Solve Equations with Decimals,14f56c7f92c743f8a6ba9400ea2d8415aefb4b816d82af014644d6aa2a3b01bd,2029ba5182aa36c9454d66646ad6e1467171baa271f774141efea351ee79314d,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81300.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81300/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81300/index.cnxml,assigned_not_started
A00,33,m81302,Averages and Probability,62c2e97599f0cc79fc9d835caf4d2e3fb238a83ef2eb3fc21c28d68d3b3a09d4,0bebaa030bbc7609a70850936e44696080ebe85e259b01a73cb019bbea2b88e3,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81302.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81302/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81302/index.cnxml,assigned_not_started
A00,34,m81303,Ratios and Rate,94f83224b28b2f328df6af9824d52d7b987a9b4e74d4056ad9ccb04e3b477a00,31ff2119ae9ba6a7aa18484893e0101095270d44199eedf2d74eb67567a165d8,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81303.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81303/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81303/index.cnxml,assigned_not_started
A00,35,m81304,Simplify and Use Square Roots,be5387c846439a946cff737d3522a07d1bf4cf1ecc322074c0aa01ed0e1bf5c8,9a579d9b380048598e8cbb72551c484bcca0914c6ab4638f43a2cbb0c5736d3f,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81304.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81304/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81304/index.cnxml,assigned_not_started
A00,36,m81305,Introduction to Percents,0b5c8d1b152cc09be82516038a87dccebbc89847b910ed359ade528c4e05a011,2fc6dff9be36b9862152fc92406b513e70c8a82ba4b436ed748c58c5c04b93a6,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81305.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81305/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81305/index.cnxml,assigned_not_started
A00,37,m81306,Understand Percent,6d1d5de7d3a86c932eaa0b3217fb0e95fd339a1f86f87a3eb4b2d5e9aff798f5,c84a995a66504b92a537101070954b1c460d16fb7bb1ecc2d1ab6d11562f2598,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81306.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81306/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81306/index.cnxml,assigned_not_started
A00,38,m81313,Solve General Applications of Percent,7001cb24e870df5a00bbdfa15b33671ed677bb4c451fb81ff445b2d4fa1a51c6,a7b51239f7eb2eb1548e809047008feaa52faeeb94404118efc05f7fdcec3afa,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81313.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81313/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81313/index.cnxml,assigned_not_started
A00,39,m81307,"Solve Sales Tax, Commission, and Discount Applications",c221ef4ad11a36073f8eb8955ee11b94e1b50488fc313db5bb48a1791ff0196d,e8a6d9a8404f587fecfd2b71dfb5a10fa3b01e36752e6067845560f7b10e12bc,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81307.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81307/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81307/index.cnxml,assigned_not_started
A00,40,m81308,Solve Simple Interest Applications,04b96b8548d2f02b7fcd2fac31992e76c6450599276f229fcb9f0ba40cf663d2,6bf3b800ed0d01a1eddfe641b1affdb14058fac614f7d2c3b2996d0c7698e2e4,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81308.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81308/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81308/index.cnxml,assigned_not_started
A00,41,m81311,Solve Proportions and their Applications,f7ec28ad31af989be3482e8a59b8e3fc2a47190b30573d90062658acc170528f,dfd4fd7aa4904d9cd3f8e566a78cbdfcbbe6c49d5b2ec73eb87b8e12d7154832,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81311.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81311/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81311/index.cnxml,assigned_not_started
A00,42,m81314,Introduction to the Properties of Real Numbers,09f46f11f5352223a407baa77476f5613159631faa00bcdafdb34a28ede3556d,4e52c9c5b4ae854369e238db0ccbdb4fbda1ce5d46e830f6a2f65c0876eaab49,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81314.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81314/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81314/index.cnxml,assigned_not_started
A00,43,m81315,Rational and Irrational Numbers,aafd9fd0ccef829cacba1c7f02a756a793b74a94fb187fedd07fdc00af0741f6,f57b7ce1f4e524088f56bf6b53e8226629e0c1f3580d8b1083f1b30d07c64dc2,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81315.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81315/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81315/index.cnxml,assigned_not_started
A00,44,m81316,Commutative and Associative Properties,81466df854997cf91f5d7db554a0d04142cb22f7d4f7b015cc0b6a192550eda4,d5e3acf62a6db0e5b7ada8244477d90853a1d20e3ceed44f1413b8d0cf919496,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81316.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81316/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81316/index.cnxml,assigned_not_started
A00,45,m81317,Distributive Property,c2c1f45164c34ca693011aa9ce05d76437a103e8b06f013d1992098418103619,7b50b467b23472fca04cd09932d880d9b0d221ed595936035c2c45a4b4a0af8e,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81317.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81317/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81317/index.cnxml,assigned_not_started
A00,46,m81318,"Properties of Identity, Inverses, and Zero",cb3d6989619d946b6466f316357391d780701e22eb6fd5549d95b27610018738,cb619933d5a7f0de89b30d3849f26a2b34cede2536912700d3612a22af4fae4c,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81318.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81318/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81318/index.cnxml,assigned_not_started
A00,47,m81330,Systems of Measurement,fb86a56f6cbe7cceee3657f6b8d12deb06695c80638e644d710ad8bc88e45ee2,651c62598432655138b3a7aa34c1826697f62583a659b920fe613c4e6813b44e,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81330.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81330/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81330/index.cnxml,assigned_not_started
A00,48,m81319,Introduction to Solving Linear Equations,d6d42c1643f58e5e001cb23a1db0c0de42fad41db933b82d0190b4f2b0ef158d,787115789fcdb98ee40ad96e96323ae65657bd524ef801f6f62059fcf3a4b029,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81319.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81319/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81319/index.cnxml,assigned_not_started
A00,49,m81320,Solve Equations Using the Subtraction and Addition Properties of Equality,502a046f93f63dd07e7a605b6e61294ee9b4bc377c710be267e2365defb82fc5,cd12fd05dca00afed1d0d7cab516fcdd5f363845185a7ac102bcbba622fcf398,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81320.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81320/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81320/index.cnxml,assigned_not_started
A00,50,m81321,Solve Equations Using the Division and Multiplication Properties of Equality,1087e4a4a879bb4488f36def8205c45498e31c8ac448082754b305765572169d,053d2214034049b6c9a1dda5b614cba695c265d3ee5c9dec5c4e9acb08902b87,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81321.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81321/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81321/index.cnxml,assigned_not_started
A00,51,m81322,Solve Equations with Variables and Constants on Both Sides,b18af0dc029d3930a69b3614adeefd8bc3e8760d8613702ee24c43bfc939ad14,292253564b79a8a7444887a8dd515b12b2281c83c2d1c596de2a03c431faa2b1,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81322.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81322/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81322/index.cnxml,assigned_not_started
A00,52,m81323,Solve Equations with Fraction or Decimal Coefficients,da17573d58e86cdb06785841cb966c09bcfe32bd1f22c1612129fdc50434d361,30695c11e3a9797ed277ec9b5fee7e4f8cf116f5f121cf31972232ec32b8ec90,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81323.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81323/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81323/index.cnxml,assigned_not_started
A00,53,m81331,Introduction,ca74bb59a43f6d400d2cc851d892a5d12a75f5a2ff9c4b04e6e2d21b71cd4995,87c2f0bfaf6a6d147645748f985224b903661084c44711516907161f1190a66a,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81331.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81331/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81331/index.cnxml,assigned_not_started
A00,54,m81324,Use a Problem Solving Strategy,71a78d8f9f886fa6eb78d53722a095c7a155182bce10765bf06094e508359943,427e5d4fa7670c5d3b40c97f02ab9ad2e808dc8fe87e2a0268495d4eb0365773,pinned_git_blob_matches_authority_bytes,downloads/gu-Gujr-IN/a00-id/provenance/logbook/authority/prealgebra2e/m81324.source.cnxml,downloads/gu-Gujr-IN/openstax-canonical/modules/m81324/index.cnxml,downloads/gu-Gujr-IN/a00-id/modules/m81324/index.cnxml,assigned_not_started
